pH,BOD,SS,DO,CG,Type
6.552,2.663,15.54,9.23,1576.137,3
8.047,0.271,17.131,9.399,1397.725,3
8.385,0.155,7.951,7.368,1428.007,3
6.917,1.972,13.362,7.866,1988.183,3
7.442,2.72,13.135,9.274,1758.587,3
8.243,0.067,21.81,6.717,682.225,3
7.503,0.401,12.131,6.233,241.28,3
7.428,0.608,24.88,5.721,1411.9,3
7.871,2.571,5.431,5.579,1033.824,3
6.609,2.775,18.813,5.21,1253.685,3
8.128,0.813,15.332,8.408,1873.046,3
8.031,0.687,13.617,8.223,1542.127,3
8.275,0.262,6.558,6.121,1461.294,3
6.909,2.009,24.054,6.584,1141.887,3
7.605,2.477,19.542,8.181,477.308,3
8.109,2.95,0.288,8.618,765.748,3
6.791,1.324,2.177,8.538,1793.859,3
7.285,1.371,8.453,7.09,1525.09,3
6.554,1.012,18.881,6.605,1536.617,3
7.739,2.339,8.543,6.998,181.296,3
7.432,1.395,14.568,6.433,440.613,3
7.148,1.248,20.555,9.202,1879.208,3
8.254,2.496,15.937,8.17,257.818,3
8.115,0.56,10.953,5.478,1261.748,3
6.566,0.54,17.621,9.017,1788.831,3
7.14,2.205,12.217,8.989,1398.978,3
8.32,2.61,10.218,8.869,455.412,3
7.063,2.894,21.384,5.334,1527.393,3
7.219,2.107,7.798,8.688,810.38,3
7.93,1.924,8.851,6.567,74.536,3
7.528,2.638,14.942,6.218,805.975,3
7.849,2.266,1.342,6.785,314.452,3
7.362,1.029,2.2,9.766,1877.364,3
7.038,1.684,12.661,5.583,1121.509,3
7.41,0.593,6.34,6.127,221.359,3
6.625,2.697,24.428,8.45,519.895,3
8.092,2.698,4.156,9.222,1150.094,3
6.611,1.088,3.254,8.582,1951.228,3
7.06,1.552,1.285,6.468,642.599,3
8.335,2.338,2.94,7.084,1835.442,3
6.613,1.311,24.56,5.308,984.341,3
8.415,2.66,23.044,7.645,301.48,3
6.954,2.331,19.248,8.224,1415.658,3
7.002,0.881,17.212,6.56,1920.237,3
7.073,2.559,23.615,5.983,1158.031,3
7.025,2.999,16.948,5.828,1960.53,3
7.047,2.403,0.572,6.653,138.626,3
6.508,1.476,12.452,6.943,1385.702,3
6.773,1.186,8.415,6.064,1102.333,3
6.893,2.745,15.532,5.814,472.153,3
6.846,1.38,22.356,9.134,1963.305,3
7.494,1.755,6.076,5.833,1902.821,3
7.742,2.813,13.623,8.661,1890.339,3
6.719,2.435,13.122,5.475,1454.761,3
6.798,0.086,13.511,6.896,75.789,3
7.797,0.97,23.279,6.668,1667.335,3
7.285,0.733,16.688,7.306,1654.025,3
8.13,0.407,3.785,6.958,1791.089,3
6.827,2.649,14.894,6.019,1640.77,3
7.668,1.627,22.269,6.659,1197.072,3
7.089,1.826,24.355,9.439,1533.82,3
8.045,2.587,14.758,8.692,1854.251,3
6.948,2.049,18.282,8.838,1037.133,3
6.982,1.721,1.838,5.206,511.678,3
8.371,2.442,6.734,8.789,1139.437,3
6.756,2.353,20.884,8.742,136.17,3
8.122,2.137,12.037,8.894,1297.53,3
7.216,2.907,23.237,5.875,282.943,3
6.925,2.184,15.426,9.064,782.69,3
7.11,1.815,21.541,5.327,288.297,3
8.497,1.511,7.937,5.687,1664.398,3
8.003,2.148,2.408,8.028,1774.676,3
7.52,0.217,7.713,6.545,770.197,3
7.195,0.345,8.638,5.232,669.907,3
8.06,0.38,5.008,9.067,1864.601,3
7.9,1.629,23.257,5.333,1370.545,3
7.601,2.096,4.448,8.89,1129.878,3
6.545,1.237,3.549,7.098,1843.477,3
8.105,1.744,23.188,8.266,1569.684,3
7.135,1.952,10.598,6.328,570.303,3
7.503,1.068,4.803,8.707,1301.377,3
6.736,2.669,17.186,7.571,1609.506,3
8.406,2.71,4.365,9.925,1387.077,3
7.847,2.172,19.624,8.696,1646.519,3
8.019,2.363,23.042,7.407,51.254,3
7.564,0.419,9.721,6.835,939.65,3
7.781,0.852,11.651,7.012,1165.13,3
8.148,0.224,19.287,8.147,1194.867,3
8.476,2.468,1.129,5.551,372.064,3
7.572,1.964,6.131,7.832,1038.569,3
7.806,1.203,11.109,7.963,1888.188,3
8.012,2.103,6.931,7.872,274.435,3
7.581,0.224,16.841,5.822,266.166,3
7.115,1.431,14.406,7.607,1212.812,3
6.878,2.29,24.407,7.604,93.193,3
6.596,1.107,12.28,5.524,864.435,3
8.16,1.63,21.312,6.94,965.032,3
7.273,1.486,16.077,9.231,1309.619,3
7.442,0.418,18.551,5.783,40.627,3
6.794,1.783,3.964,8.765,1583.749,3
7.124,0.131,16.536,6.512,1464.15,3
7.049,2.851,1.863,9.771,591.108,3
6.933,0.423,20.972,7.418,448.267,3
6.627,1.943,21.569,5.582,458.254,3
8.004,1.979,7.216,8.105,1991.64,3
8.164,2.814,4.893,8.467,1386.796,3
7.588,2.643,24.95,5.173,978.165,3
7.093,0.456,15.744,5.174,69.706,3
6.908,1.792,22.348,5.222,462.425,3
8.006,0.961,7.85,5.873,879.671,3
6.704,2.595,11.682,9.533,443.331,3
7.312,0.484,23.108,5.479,15.076,3
8.178,1.31,3.273,7.286,1315.096,3
6.646,2.344,15.351,9.131,631.606,3
8.309,2.69,7.548,6.11,1886.02,3
6.655,2.832,13.845,9.054,1896.348,3
7.749,2.29,14.234,6.592,1278.931,3
8.499,1.797,22.428,8.744,1512.752,3
8.039,0.653,10.302,6.176,960.526,3
7.52,1.389,0.842,6.088,1889.774,3
8.018,0.569,18.099,7.374,98.666,3
7.302,0.483,18.37,6.384,606.885,3
7.549,1.371,8.848,9.633,1261.285,3
8.011,1.508,17.601,5.335,1104.386,3
7.849,2.133,15.468,9.459,392.095,3
6.692,0.574,6.46,7.341,856.865,3
7.242,2.477,8.949,9.909,370.826,3
6.522,0.616,16.554,5.59,1974.266,3
7.794,2.422,17.204,7.368,1603.678,3
8.304,0.368,19.869,8.979,1499.043,3
6.595,2.06,17.874,8.238,304.666,3
7.782,1.676,21.568,7.376,268.52,3
7.665,2.672,22.835,7.213,222.382,3
8.067,2.541,15.444,9.843,1613.267,3
7.192,0.203,19.056,8.194,1546.613,3
7.539,2.528,24.193,9.069,493.398,3
7.538,1.616,4.244,8.193,1524.356,3
7.094,2.816,14.944,5.791,1521.752,3
7.792,1.46,22.315,7.6,1119.616,3
8.452,2.705,7.794,7.459,1013.122,3
7.966,2.493,23.675,5.065,128.588,3
6.512,2.953,24.679,5.162,1750.021,3
7.27,0.422,17.737,6.002,23.344,3
6.772,1.773,11.655,9.707,1759.337,3
7.353,0.47,19.921,6.328,691.123,3
6.589,1.273,13.574,7.231,1023.895,3
8.133,1.237,18.835,5.726,601.167,3
6.577,0.618,15.923,7.607,1151.432,3
8.328,2.694,5.56,8.819,1114.484,3
7.581,1.765,9.293,7.897,1164.255,3
6.881,2.072,3.821,7.99,28.611,3
7.335,1.833,2.642,7.603,1310.47,3
6.564,0.676,16.527,7.253,1052.158,3
7.269,0.296,20.755,8.063,1432.104,3
8.186,2.671,18.592,6.23,1676.434,3
7.166,1.541,0.296,7.393,566.814,3
8.254,1.413,23.065,9.35,1930.954,3
6.719,2.014,3.142,9.423,1191.914,3
7.724,2.0,12.564,6.895,783.227,3
8.144,1.175,2.725,5.89,1827.722,3
7.284,2.504,11.484,9.383,1544.307,3
7.959,0.197,23.496,8.933,1864.025,3
6.922,2.364,10.604,6.409,660.624,3
8.433,0.116,13.821,5.359,206.823,3
7.174,0.33,2.527,5.038,566.808,3
6.799,0.558,7.191,8.188,1835.035,3
7.458,2.859,16.733,8.883,1723.302,3
7.203,0.742,24.053,7.59,1455.951,3
8.155,0.642,14.773,8.628,1766.433,3
6.775,2.468,13.404,8.757,711.105,3
7.563,0.999,15.078,5.512,650.918,3
8.089,0.17,17.153,9.896,1121.151,3
8.494,0.702,10.941,5.305,1519.704,3
8.085,2.133,10.225,6.984,1750.823,3
7.414,2.973,0.354,6.03,1278.23,3
7.73,1.042,20.876,6.328,836.357,3
8.082,0.313,4.911,5.443,1743.718,3
8.206,2.409,15.079,6.888,444.237,3
7.362,0.426,15.592,7.693,1117.127,3
6.642,1.648,0.918,6.526,611.489,3
7.46,2.754,21.056,9.4,790.049,3
8.047,0.527,19.059,6.617,1476.568,3
6.899,1.785,12.742,7.291,183.433,3
6.816,0.74,1.658,6.724,987.268,3
7.566,0.736,16.107,7.992,1785.758,3
7.21,2.859,17.639,9.628,1011.789,3
7.712,1.678,4.531,5.757,666.021,3
7.281,2.586,0.42,5.469,1259.366,3
7.16,2.323,3.831,7.095,1319.087,3
6.676,0.758,19.984,5.464,1569.513,3
7.515,2.77,8.197,7.145,1898.952,3
7.279,0.691,18.397,9.758,1600.808,3
7.468,0.287,22.907,7.406,897.131,3
7.407,2.485,12.784,8.213,257.837,3
7.379,0.338,19.257,9.097,1262.865,3
7.286,1.65,0.74,7.345,1706.428,3
8.067,2.696,2.007,5.45,1776.222,3
8.306,2.625,0.654,6.031,8.755,3
8.414,1.204,19.234,6.264,1542.111,3
7.499,2.475,1.556,9.846,0.11,3
8.071,2.354,12.712,8.616,986.67,3
7.705,0.479,3.646,9.431,1034.797,3
6.509,2.978,3.134,9.591,1541.624,3
6.902,2.992,1.989,7.379,1988.596,3
7.138,1.163,20.118,6.651,955.49,3
6.777,1.74,9.253,7.219,1597.303,3
6.992,1.062,14.344,8.414,1440.036,3
6.572,1.358,0.035,5.399,1080.601,3
6.94,0.189,23.536,5.369,1014.967,3
7.975,2.69,11.358,6.547,1583.126,3
8.253,2.435,0.586,8.129,546.574,3
6.836,2.781,20.637,5.351,521.903,3
7.517,0.847,0.155,5.028,1418.664,3
6.702,2.227,5.768,6.011,1419.969,3
7.708,0.41,13.57,5.141,1404.105,3
7.045,2.615,7.86,5.518,316.95,3
6.559,1.007,5.29,6.451,528.105,3
7.311,1.313,24.836,8.524,1003.958,3
7.883,0.279,20.986,5.423,1093.423,3
7.69,2.797,12.788,8.08,202.53,3
6.95,1.698,19.304,8.305,1517.057,3
7.719,2.439,23.271,9.076,1891.717,3
6.888,2.104,1.179,5.81,663.956,3
7.7,0.311,4.239,9.926,1763.847,3
8.245,2.984,16.225,9.118,1222.606,3
7.111,2.426,0.204,5.532,376.689,3
6.572,1.195,17.418,5.404,1776.292,3
8.048,2.405,15.258,9.374,677.133,3
7.698,2.459,13.894,7.985,1304.896,3
7.255,1.881,0.333,9.252,1824.656,3
7.98,1.675,15.427,6.65,879.782,3
8.082,0.226,20.529,6.424,868.223,3
7.112,1.39,23.783,6.272,1669.785,3
7.003,0.834,5.264,9.237,1671.37,3
7.034,1.737,3.046,8.966,1298.606,3
7.584,0.946,12.882,9.437,1576.117,3
7.868,2.179,16.118,7.103,1403.572,3
7.383,1.282,13.66,9.799,1824.554,3
7.148,0.24,9.494,6.457,1528.207,3
8.016,1.332,2.641,6.951,60.209,3
6.884,1.187,9.007,8.473,1273.694,3
6.998,1.694,5.065,8.46,1913.939,3
6.859,0.598,19.125,5.361,1118.873,3
7.511,0.807,5.863,6.91,107.33,3
7.802,0.428,23.42,7.187,1143.347,3
7.543,1.965,24.265,5.033,1811.309,3
7.792,1.975,16.17,5.03,1246.814,3
7.397,0.92,8.973,9.462,1967.964,3
7.053,1.189,4.27,9.652,1893.708,3
6.9,2.834,22.765,8.942,60.362,3
7.977,0.578,17.656,7.024,1361.726,3
7.26,1.765,17.232,6.593,1879.331,3
7.145,1.981,14.094,8.505,1269.276,3
8.291,0.81,15.078,5.713,1849.163,3
8.185,0.912,11.81,8.952,1754.245,3
8.429,0.006,1.551,6.554,1188.563,3
7.737,0.01,0.866,8.843,1841.755,3
7.778,0.122,23.943,9.142,1842.678,3
7.871,0.42,14.647,6.618,1644.448,3
7.443,2.952,2.43,7.905,1720.793,3
7.59,0.528,5.627,8.118,1532.863,3
7.206,1.068,16.804,6.932,554.799,3
8.348,0.078,8.473,5.193,1901.821,3
7.088,2.517,20.716,5.426,325.778,3
8.132,2.587,6.431,8.06,573.077,3
7.616,0.681,5.715,7.795,1814.335,3
8.376,1.048,20.945,6.746,1442.231,3
7.582,2.202,13.696,6.101,1899.114,3
6.718,0.84,21.429,9.968,1883.35,3
7.05,0.487,2.973,6.208,1411.757,3
6.844,2.815,22.596,5.604,1995.037,3
7.317,2.858,17.098,6.127,171.504,3
7.234,2.311,2.277,9.808,597.359,3
6.574,1.323,18.753,5.049,1711.282,3
6.691,2.741,15.212,6.226,100.269,3
7.55,2.811,2.034,9.241,571.887,3
6.699,0.913,10.355,5.29,782.448,3
7.617,2.636,24.777,9.395,141.764,3
8.107,2.666,4.075,8.94,1988.922,3
6.737,2.44,2.544,7.87,1978.229,3
7.27,0.25,3.301,7.595,1899.921,3
8.41,0.266,3.099,7.09,386.531,3
6.953,2.348,12.229,6.394,1023.622,3
6.651,2.243,5.385,6.563,148.163,3
6.906,2.298,16.656,5.244,1944.011,3
7.479,1.727,16.014,5.424,167.472,3
7.528,2.188,13.327,7.429,512.964,3
7.43,1.257,16.304,6.424,287.806,3
6.717,1.524,17.27,7.138,909.886,3
7.185,1.299,9.732,7.392,1114.697,3
6.906,0.258,12.517,5.085,1658.287,3
8.283,1.58,1.761,6.181,1559.516,3
8.044,0.663,22.179,6.711,1663.615,3
8.258,0.245,21.095,7.277,98.832,3
7.895,2.679,15.265,7.424,1574.042,3
7.613,2.875,17.483,5.149,549.098,3
8.069,1.577,1.966,7.519,1274.672,3
6.938,1.21,4.156,7.408,1597.271,3
7.298,1.411,18.219,6.998,958.677,3
7.256,2.006,9.286,6.133,1447.768,3
6.698,2.786,2.235,6.322,197.496,3
8.166,2.954,13.789,8.809,493.792,3
6.869,2.476,14.515,6.633,710.92,3
7.06,0.524,24.793,6.091,1986.423,3
7.262,2.72,5.974,5.938,494.66,3
7.959,2.815,2.888,7.958,1455.97,3
7.252,1.165,9.296,9.472,1147.024,3
7.325,0.224,24.566,6.449,1763.15,3
7.777,2.933,20.203,9.612,392.0,3
6.73,0.621,12.674,9.692,1024.22,3
6.572,0.358,7.2,8.513,1946.547,3
7.33,1.189,16.875,8.3,1365.141,3
6.77,2.449,14.23,8.55,1805.211,3
6.662,2.037,14.526,5.185,1343.773,3
7.809,0.305,23.33,5.535,361.578,3
7.448,1.751,14.59,6.513,501.941,3
7.82,1.06,2.844,5.438,411.97,3
6.845,2.025,23.37,6.91,397.021,3
8.025,0.068,12.625,9.35,1401.304,3
7.559,1.582,4.685,8.993,1158.591,3
6.565,2.074,1.394,9.4,1648.172,3
7.076,1.514,0.636,5.725,723.764,3
8.458,0.008,5.258,7.127,426.022,3
7.933,2.363,10.748,8.38,524.809,3
8.351,2.495,4.027,8.814,1349.417,3
7.843,2.56,16.609,6.655,30.14,3
7.44,0.28,23.163,7.601,1226.045,3
6.762,1.92,14.465,9.258,1237.182,3
6.993,2.573,3.711,8.792,1757.819,3
7.822,2.592,15.919,6.583,820.077,3
7.261,2.449,16.23,6.807,1612.23,3
7.332,2.513,18.151,7.36,1475.644,3
7.322,2.708,22.719,6.847,1348.15,3
8.333,0.578,12.459,8.952,1547.129,3
8.049,1.784,0.849,7.508,1213.474,3
8.333,1.844,12.522,7.42,1241.085,3
6.851,0.401,17.424,5.508,943.598,3
8.468,1.378,24.351,5.603,808.089,3
7.076,2.204,2.818,6.815,1636.481,3
7.129,0.772,5.259,5.624,740.837,3
8.029,1.54,10.248,7.085,80.552,3
7.411,0.237,7.264,6.746,729.763,3
6.651,0.575,15.681,6.888,1847.576,3
8.208,2.659,22.32,5.266,1444.985,3
6.525,1.374,16.456,5.429,909.485,3
6.504,0.801,17.383,5.815,1466.066,3
6.853,0.257,4.654,6.206,415.53,3
8.085,2.822,12.929,5.092,272.879,3
8.349,1.637,16.294,9.968,1351.864,3
6.589,2.919,19.127,5.273,32.891,3
8.309,2.003,15.318,6.373,885.677,3
8.373,2.593,18.715,5.959,736.457,3
8.487,1.419,21.575,6.22,916.133,3
7.034,0.432,8.751,7.212,1772.426,3
7.516,2.799,2.948,6.301,1021.394,3
7.955,2.638,23.549,5.603,1323.322,3
7.95,2.524,16.192,8.726,1366.295,3
8.332,0.6,16.799,6.538,1376.503,3
7.65,2.114,12.78,7.652,822.34,3
7.02,1.959,16.262,9.402,1521.895,3
6.905,1.805,16.403,6.066,597.064,3
6.588,1.368,23.625,5.151,835.254,3
6.533,2.167,5.429,9.908,1595.05,3
7.522,1.176,24.959,7.277,465.02,3
7.82,1.193,24.808,6.394,367.079,3
7.338,1.092,2.267,7.52,1333.014,3
7.75,2.368,7.896,8.02,1609.922,3
7.421,2.596,12.13,7.5,138.712,3
8.323,2.638,11.683,8.073,79.887,3
6.838,1.268,22.917,6.662,529.134,3
6.788,0.159,1.734,7.671,1550.059,3
8.068,0.321,5.592,5.342,33.509,3
7.691,1.567,14.892,6.091,193.966,3
7.196,1.873,11.592,7.81,1180.243,3
7.758,1.928,14.583,5.333,243.867,3
6.949,2.307,14.888,6.6,201.892,3
6.596,2.345,17.948,9.953,1803.974,3
7.999,1.41,23.384,7.659,1031.828,3
7.285,1.043,3.405,6.315,876.363,3
6.553,1.228,13.516,8.952,1709.568,3
6.714,1.168,9.378,8.264,1498.829,3
6.637,1.573,9.644,9.11,1833.65,3
6.693,1.234,13.157,7.862,1670.67,3
8.4,2.639,12.412,8.859,1330.04,3
7.087,2.343,21.017,8.821,366.23,3
7.432,1.092,21.969,8.131,1822.498,3
7.284,2.513,16.149,6.883,477.184,3
7.43,1.555,14.995,8.107,1896.837,3
7.806,0.685,18.092,6.16,722.331,3
8.312,0.74,3.162,6.202,1876.936,3
6.784,1.506,23.046,5.294,653.25,3
7.367,2.535,14.074,7.166,158.037,3
7.068,0.855,15.347,8.588,1170.508,3
8.215,1.79,5.981,7.178,451.67,3
6.98,2.176,1.495,8.207,1248.301,3
6.642,1.817,4.318,5.682,1524.056,3
7.815,0.961,9.242,5.668,1205.836,3
8.121,1.414,19.442,6.112,1224.507,3
6.738,1.797,5.911,5.868,436.403,3
7.325,2.502,16.995,5.664,703.674,3
8.164,2.288,12.118,9.14,1398.356,3
7.923,0.868,19.859,6.576,274.149,3
8.07,1.724,6.827,8.556,1367.291,3
7.405,1.785,18.947,5.112,80.677,3
7.683,0.045,4.98,7.896,1454.837,3
6.621,1.671,14.559,9.222,1596.117,3
7.826,0.229,0.648,5.662,1147.199,3
8.276,0.447,21.192,9.481,1865.685,3
7.87,2.977,9.269,8.123,255.218,3
7.575,2.069,14.182,7.762,1142.678,3
7.785,2.444,4.515,6.703,316.085,3
6.925,1.843,11.868,6.371,451.004,3
7.725,1.783,10.947,5.785,48.46,3
7.542,1.221,21.627,7.321,1563.927,3
6.742,1.216,13.781,8.334,1686.821,3
8.496,0.947,21.449,8.426,1276.1,3
7.323,1.893,2.818,5.915,132.01,3
7.199,2.257,22.445,7.076,1164.216,3
6.836,1.766,23.937,6.06,1734.531,3
8.22,0.319,12.804,6.678,1599.168,3
6.569,0.759,23.655,9.672,1056.364,3
8.354,1.599,4.763,7.258,426.413,3
6.908,0.303,12.467,8.484,1208.52,3
6.743,1.971,7.012,8.057,1162.008,3
6.694,1.849,21.839,6.363,1392.469,3
6.591,1.247,23.652,6.654,1802.717,3
7.652,0.538,8.888,5.352,263.116,3
7.954,2.021,3.27,6.806,566.888,3
7.835,1.541,5.301,9.344,1758.564,3
7.165,2.326,11.016,9.94,1483.139,3
7.447,0.557,21.683,7.402,530.259,3
6.558,0.298,11.88,5.167,321.612,3
8.36,2.164,11.688,7.543,1635.345,3
7.193,2.267,18.797,7.52,416.721,3
7.329,1.678,0.274,7.884,1079.916,3
6.807,0.775,17.447,9.437,1088.579,3
7.672,2.596,9.773,7.75,801.031,3
6.9,0.175,11.254,6.739,1694.992,3
7.376,1.968,3.145,6.423,245.633,3
7.885,2.211,19.704,6.542,923.816,3
6.974,1.685,1.414,7.349,1285.414,3
7.704,2.338,4.788,6.781,576.988,3
7.913,1.758,9.263,5.17,1338.457,3
6.793,2.962,2.296,7.735,1561.885,3
8.067,2.839,11.322,6.862,1170.342,3
8.204,2.597,14.32,9.474,1775.25,3
7.817,0.28,14.285,6.097,369.272,3
6.58,1.949,2.112,6.925,314.075,3
7.642,0.149,7.74,6.983,510.642,3
8.303,0.087,12.228,7.676,1712.197,3
8.417,2.575,20.52,7.102,1167.178,3
7.786,2.715,22.931,6.438,1703.17,3
6.926,1.255,5.703,7.264,1393.969,3
8.404,2.714,7.542,8.86,1986.162,3
7.6,2.263,24.408,8.128,392.91,3
7.705,1.876,17.686,5.333,515.657,3
7.676,1.165,23.461,5.173,507.623,3
6.841,2.589,17.429,9.524,730.982,3
7.527,0.445,24.233,5.341,1235.533,3
7.942,2.949,14.927,9.144,797.023,3
7.805,0.726,15.005,6.304,1977.004,3
7.384,2.425,5.666,9.197,408.156,3
8.146,2.0,24.63,5.702,1920.388,3
7.639,1.831,22.788,9.396,1477.692,3
7.739,1.073,8.694,5.762,1369.887,3
8.137,2.709,2.902,9.477,1634.698,3
7.871,2.818,18.172,9.751,468.823,3
6.857,0.511,9.026,5.603,603.323,3
6.559,2.047,11.472,7.768,1978.175,3
7.747,2.994,15.783,5.802,217.509,3
6.626,1.963,18.963,7.392,829.691,3
7.26,0.424,1.641,5.279,1013.309,3
8.265,2.902,16.366,9.032,357.779,3
6.653,1.139,16.949,8.922,1481.342,3
6.595,2.892,19.086,7.84,438.736,3
7.307,2.555,12.083,5.157,1136.483,3
7.123,0.935,4.384,8.7,1412.564,3
8.082,1.277,13.716,5.655,900.482,3
6.9,2.243,10.075,5.878,1459.212,3
8.044,2.102,10.987,8.113,287.396,3
6.649,2.942,19.114,8.817,295.048,3
8.226,2.264,6.36,9.91,1168.137,3
7.626,0.345,16.498,6.069,306.464,3
6.856,1.865,23.844,7.354,482.877,3
7.495,1.294,22.644,6.97,844.501,3
8.061,2.654,3.498,6.647,628.13,3
7.894,2.893,11.585,8.383,1639.947,3
8.272,2.385,6.671,8.354,992.503,3
7.665,2.549,15.314,9.968,104.213,3
8.342,1.662,12.935,8.429,1185.947,3
6.96,2.856,22.758,5.801,453.281,3
8.055,0.091,24.207,8.825,1897.321,3
8.231,2.919,23.203,5.295,249.954,3
8.049,0.23,11.566,5.284,891.922,3
6.687,0.516,20.986,9.564,1246.459,3
7.463,0.068,7.793,6.832,319.124,3
7.031,2.1,6.445,9.961,1616.568,3
8.416,2.641,4.409,5.163,1635.993,3
7.848,1.354,23.711,6.758,1717.92,3
8.176,0.138,11.874,5.763,1681.902,3
7.72,2.072,7.229,8.532,1261.433,3
6.52,2.609,5.327,8.552,886.925,3
8.385,0.784,22.824,6.375,1322.456,3
6.896,0.046,3.823,8.923,1728.068,3
7.76,1.551,23.005,8.111,1543.053,3
8.333,1.294,12.784,7.319,1337.391,3
7.859,1.479,10.969,7.477,1860.253,3
7.593,1.765,10.846,5.997,1328.655,3
8.203,1.557,13.142,5.119,490.121,3
6.99,2.912,6.109,5.918,1771.022,3
6.594,1.188,18.587,9.828,1488.008,3
7.127,2.131,10.766,8.116,1655.69,3
7.082,1.267,21.154,6.988,634.372,3
7.041,2.908,9.024,6.237,545.402,3
6.838,1.443,11.718,9.698,1063.674,3
6.517,2.764,21.03,8.079,534.966,3
7.028,0.856,19.931,7.315,4.806,3
7.43,0.371,4.252,5.358,1748.815,3
7.878,2.688,21.126,8.983,1811.375,3
8.406,2.651,14.569,9.621,635.477,3
7.413,0.677,9.736,7.253,1595.548,3
7.817,0.634,4.864,6.847,292.816,3
7.718,2.691,10.943,8.265,461.875,3
8.28,2.338,10.3,8.513,481.037,3
7.759,2.562,5.128,8.779,48.544,3
6.88,2.636,17.097,8.401,372.811,3
7.688,2.285,11.798,9.53,428.438,3
7.237,1.609,0.852,7.32,949.974,3
7.625,1.917,6.943,6.054,247.999,3
8.47,1.257,10.322,5.287,796.222,3
7.999,2.769,0.004,8.789,1996.61,3
7.377,2.21,18.108,5.018,1802.376,3
7.434,0.378,18.013,6.96,1839.468,3
7.006,2.026,19.257,5.613,1932.542,3
7.772,2.919,14.872,5.584,42.82,3
7.323,2.717,0.436,6.805,1604.134,3
8.175,2.402,22.502,5.642,1068.912,3
6.714,0.879,15.679,5.312,1220.103,3
7.959,0.379,17.431,5.572,662.339,3
6.828,2.156,4.095,9.384,1105.368,3
7.999,2.967,12.783,7.755,624.517,3
7.398,1.278,15.503,6.548,842.114,3
7.693,1.948,1.924,6.823,1444.164,3
6.665,1.548,19.322,8.757,1153.958,3
7.107,2.003,19.529,5.934,956.556,3
8.1,0.771,17.906,9.452,1462.795,3
6.794,0.201,1.402,5.485,1254.44,3
7.617,1.993,15.444,5.542,1586.404,3
8.139,1.696,11.78,7.819,1492.22,3
7.644,0.597,21.718,5.444,29.599,3
7.294,0.548,10.51,6.394,1444.704,3
8.127,2.435,6.986,7.834,992.278,3
6.904,1.845,24.821,7.713,1410.391,3
7.179,0.263,5.004,7.705,1895.468,3
8.106,1.621,22.361,7.851,1582.812,3
7.282,0.571,8.557,8.203,1854.261,3
7.849,2.443,11.41,7.12,892.467,3
7.812,2.157,15.636,6.554,1869.377,3
7.511,2.534,7.122,5.497,421.311,3
7.536,0.988,2.303,9.454,1847.679,3
7.458,2.259,0.923,8.443,242.426,3
8.43,0.206,23.607,9.559,1835.565,3
6.822,1.289,21.337,8.991,1568.434,3
7.036,0.097,11.165,5.361,435.774,3
7.811,1.528,15.398,5.007,1071.448,3
7.981,2.78,18.498,7.147,172.186,3
7.959,1.912,9.804,9.494,1603.274,3
7.102,2.319,6.721,9.075,115.339,3
7.841,2.763,6.927,9.446,1339.417,3
7.721,0.744,11.847,6.053,1571.815,3
7.826,0.675,19.093,6.302,453.263,3
8.066,2.476,21.094,5.406,1572.034,3
7.671,2.426,2.275,5.528,868.538,3
7.033,0.791,3.244,7.099,349.704,3
8.019,2.539,0.496,8.627,1744.044,3
7.67,2.972,6.592,7.404,538.474,3
7.186,1.031,19.309,6.736,1520.523,3
7.509,1.195,19.522,6.76,1514.298,3
7.051,2.082,20.625,9.611,1408.283,3
7.207,0.851,0.239,9.5,1278.935,3
8.046,2.112,1.162,5.287,125.971,3
7.495,0.199,15.232,6.698,600.126,3
8.394,2.75,18.952,8.691,21.115,3
6.832,2.982,15.043,8.804,472.554,3
7.531,1.677,11.864,5.798,1624.099,3
8.486,0.398,6.457,5.814,166.3,3
8.402,0.433,12.183,7.905,1494.778,3
8.403,0.052,15.708,5.413,1143.499,3
8.284,1.562,21.537,5.944,1531.0,3
7.672,1.177,10.491,7.233,1463.682,3
7.686,0.008,23.898,9.267,1627.057,3
6.559,2.803,6.828,5.413,1417.757,3
7.724,0.564,2.907,7.866,1999.741,3
7.878,1.002,3.91,8.345,1810.246,3
6.994,1.494,14.586,7.027,472.306,3
7.939,2.657,24.432,6.237,1061.887,3
6.544,2.813,2.791,7.375,621.475,3
7.054,2.514,17.215,6.011,1551.692,3
6.743,2.68,9.9,8.918,1764.111,3
7.427,2.077,16.579,6.265,1157.256,3
7.685,1.352,19.732,5.896,1256.64,3
8.219,0.46,16.33,9.781,1967.295,3
8.17,2.9,7.217,8.87,760.855,3
7.325,2.373,23.835,6.172,1859.34,3
8.01,2.708,3.995,8.056,277.948,3
7.221,0.354,1.646,7.08,1756.651,3
7.529,1.299,20.07,7.653,1760.332,3
8.046,2.476,3.066,5.862,1516.834,3
7.381,2.369,21.814,9.023,515.769,3
7.055,1.399,10.949,7.19,1144.112,3
7.18,2.249,2.556,9.661,198.098,3
7.337,2.795,20.465,9.63,872.578,3
7.688,2.86,7.623,9.718,942.945,3
7.842,0.632,21.875,6.1,1516.395,3
7.445,2.134,4.646,5.68,440.257,3
6.708,1.568,17.742,9.589,1870.446,3
7.923,1.9,15.411,6.72,63.72,3
7.791,0.597,22.276,7.475,634.242,3
