MolecularWeight,TPSA,Complexity,HeavyAtomCount,RotatableBondCount,RDKit_logP,RDKit_TPSA,RDKit_MolWt,LD50
284.39,52.6,299,20,10,3.4982,52.6,284.396,1.588
232.36,38.7,136,16,10,2.4727,38.69,232.364,1.428
144.25,20.2,66.8,10,4,2.4395,20.23,144.258,1.659
86.13,17.1,39.2,6,2,1.2314,17.07,86.134,1.187
297.4,39.2,334,22,7,4.127,39.19,297.398,2.315
114.19,17.1,74.5,8,3,2.0116,17.07,114.188,1.552
100.16,17.1,48.1,7,3,1.6215,17.07,100.161,1.248
384.6,20.2,610,28,6,7.619,20.23,384.648,3.962
144.25,20.2,59.7,10,6,2.5852,20.23,144.258,1.685
353.7,3.2,214,25,18,7.9376,3.24,353.679,2.339
102.17,20.2,33.2,7,3,1.4149,20.23,102.177,1.196
88.15,20.2,25.1,6,2,1.0248,20.23,88.15,1.831
130.18,26.3,86.9,9,4,1.5956,26.3,130.187,0.894
188.31,29.5,111,13,7,2.4561,29.46,188.311,1.542
117.15,38.7,63.4,8,3,1.7305,38.66,117.148,2.365
244.4,0,121,16,9,5.6066,0,244.403,2.039
73.14,26,17.6,5,1,0.6011,26.02,73.139,2.506
334.4,55.1,428,25,6,4.5002,55.12,334.419,3.862
228.28,52.6,228,16,8,1.941,52.6,228.288,1.449
278.34,52.6,290,20,8,3.3122,52.6,278.348,1.268
194.23,46.5,189,14,4,2.205,46.53,194.23,2.095
196.24,39.4,177,14,6,2.4114,39.44,196.246,2.003
100.16,9.2,48.1,7,3,1.8025,9.23,100.161,0.77
343.4,104,445,21,6,3.5852,46.61,343.41,3.968
59.11,26,10.8,4,0,0.3535,26.02,59.112,1.858
145.24,23.5,73.3,10,4,1.0975,23.47,145.246,2.133
130.19,32.7,83.1,9,2,1.7866,32.67,130.191,2.185
247.09,49.4,297,13,1,1.18842,54.86,247.092,1.861
211.26,47.4,231,15,3,1.83282,47.36,211.265,4.291
226.32,24.1,201,17,4,4.2505,24.06,226.323,2.497
211.26,72.7,187,15,4,1.1292,72.72,211.261,2.775
229.32,32.3,229,17,4,2.8712,32.26,229.323,2.406
248.32,57.3,248,18,6,1.9056,57.28,248.326,2.975
242.7,50.4,216,16,5,1.748,50.36,242.706,2.645
334.6,73.6,308,17,4,4.2404,41.49,334.592,4.033
60.1,20.2,10.8,4,0,0.3871,20.23,60.096,1.076
200.23,52.6,204,14,6,1.4458,52.6,200.234,1.79
187.28,52.3,135,13,8,1.8472,52.32,187.283,1.67
237.25,55.8,272,17,5,2.5161,55.84,237.255,1.844
213.66,38.3,197,14,3,3.2969,38.33,213.664,2.251
102.13,26.3,66.5,7,2,0.9579,26.3,102.133,1.532
102.17,9.2,33.4,7,2,1.8198,9.23,102.177,1.081
122.55,26.3,70.1,7,2,1.7702,26.3,122.551,2.059
345.2,51.1,462,22,4,4.217,57.26,345.226,1.994
116.16,21.8,70.9,8,3,0.8102,21.76,116.16,1.442
352.75,86.1,348,19,9,4.8919,53.99,352.757,4.292
359.7,66.6,257,16,5,5.472,9.23,359.678,4.194
294.8,66.6,252,16,5,5.01792,9.23,294.809,3.16
298.8,66.6,257,16,5,4.8486,9.23,298.772,3.884
180.18,35.5,140,11,4,2.6593,35.53,180.184,2.339
154.25,20.2,154,11,4,2.6698,20.23,154.253,1.958
146.19,17.1,152,11,2,2.2888,17.07,146.189,1.853
198.3,26.3,189,14,7,3.178,26.3,198.306,2.151
202.25,52.6,220,14,6,1.6698,52.6,202.25,1.78
142.24,17.1,99.8,10,4,2.6477,17.07,142.242,1.642
114.14,34.1,68.6,8,4,0.8005,34.14,114.144,2.165
190.28,17.1,166,14,4,3.1875,17.07,190.286,1.698
150.22,38.1,97.7,11,3,1.0809,38.05,150.225,3.645
392.6,77.8,605,28,4,4.4779,77.76,392.58,1.992
151.25,23.8,167,11,4,3.28258,23.79,151.253,1.455
171.06,9.2,60.1,9,4,2.2576,9.23,171.067,2.853
144.26,6.5,79.3,10,4,0.8882,6.48,144.262,2.284
156.26,20.2,112,11,5,2.7513,20.23,156.269,1.656
140.99,17.1,74.1,7,2,1.4216,17.07,140.997,1.94
78.5,17.1,33,4,0,0.7717,17.07,78.498,1.936
112.98,0,20.9,5,1,1.8525,0,112.987,1.764
98.96,0,11.5,4,0,1.81,0,98.96,2.135
372.13,90.6,384,22,8,4.3695,87.9,372.141,3.333
282.34,65.2,357,21,5,3.0243,65.18,282.343,1.792
245.36,20.3,262,18,4,3.29972,20.31,245.366,2.228
104.15,40.5,37.1,7,3,-0.0028,40.46,104.149,1.28
160.17,52.6,153,11,5,0.5011,52.6,160.169,1.073
303.8,12.5,262,21,8,4.1949,12.47,303.833,2.085
217.29,58.6,244,14,3,0.6279,57.61,217.29,1.709
149.23,3.2,103,11,2,2.3092,3.24,149.237,2.551
211.21,104,246,15,3,0.4423,103.78,211.217,1.626
75.14,58.1,33,4,0,0.2924,26.02,75.136,2.397
167.2,66.5,140,12,2,0.7728,66.48,167.208,2.843
121.18,26,74.6,9,1,1.7063,26.02,121.183,2.11
135.21,26,84.7,10,2,1.5763,26.02,135.21,3.654
74.13,52,20.9,5,1,-0.7077,52.04,74.127,1.522
225.33,12,180,17,4,4.0984,12.03,225.335,1.886
268.4,24.1,216,20,7,3.688,24.06,268.404,2.318
240.3,41.1,255,18,4,2.6822,41.13,240.306,2.551
60.05,37.3,31,4,0,0.0909,37.3,60.052,1.259
137.18,46.3,105,10,1,1.3221,46.25,137.182,1.646
122.16,20.2,74.6,9,1,1.7399,20.23,122.167,2.485
90.12,40.5,28.7,6,2,-0.2504,40.46,90.122,0.685
78.09,20.2,22.9,5,1,0.3367,20.23,78.086,1.379
103.16,23.5,45.3,7,2,-0.0712,23.47,103.165,1.737
191.27,63.9,108,13,6,-0.5692,63.93,191.271,1.504
238.24,78.7,348,17,2,-1.1855,82.05,238.247,2.714
241.76,32.3,200,16,5,2.6315,32.26,241.762,3.207
133.19,52.5,60.1,9,4,-0.6624,52.49,133.191,1.297
134.17,49.7,57.3,9,4,-0.2354,49.69,134.175,0.956
223.65,38.3,271,15,3,2.9102,38.33,223.659,1.952
226.31,9.2,180,17,4,4.5254,9.23,226.319,1.363
269.5,46.5,237,15,3,3.4987,46.53,269.511,2.618
187.06,18.5,62.8,10,6,1.8432,18.46,187.066,2.781
212.16,101,238,15,2,1.8641,95.51,212.161,1.996
155.09,0,70.1,7,2,2.6513,0,155.1,1.739
163.5,0,38.5,6,0,2.6616,0,163.507,2.09
112.13,26.3,114,8,3,1.2492,26.3,112.128,1.237
86.09,37.3,73.6,6,1,0.6471,37.3,86.09,1.935
96.13,20.2,105,7,1,0.5566,20.23,96.129,3.451
224.25,52.6,287,16,7,2.1272,52.6,224.256,1.937
112.13,37.3,122,8,2,1.2033,37.3,112.128,1.183
140.18,26.3,145,10,4,1.6818,26.3,140.182,1.507
142.2,29.5,106,10,5,1.1276,29.46,142.198,1.627
162.18,18.5,177,12,1,2.4484,18.46,162.188,2.083
76.52,0,22.5,4,0,1.7588,0,76.526,1.594
72.11,20.2,30.6,5,1,0.5548,20.23,72.107,1.889
112.17,9.2,82.4,8,3,2.1127,9.23,112.172,1.147
100.12,32.7,79.8,7,1,0.0803,32.67,100.121,2.495
505.2,59.3,643,28,7,6.49018,59.32,505.206,4.226
416.3,59.3,643,28,7,6.17798,59.32,416.304,3.774
391.3,35.5,521,26,7,6.1133,35.53,391.294,2.98
136.23,0,176,10,0,2.9987,0,136.238,1.462
253.36,75.4,384,17,4,2.95868,50.09,253.367,2.199
116.16,18.5,78.6,8,0,1.1594,18.46,116.16,1.493
197.02,40.6,229,11,0,1.3368,40.62,197.021,2.561
128.13,58.2,174,9,0,-0.3956,58.2,128.131,1.216
168.23,25.1,228,12,1,1.7329,25.06,168.236,1.475
158.19,34.3,153,11,4,0.5808,34.29,158.197,1.974
202.25,43.5,186,14,7,0.5974,43.52,202.25,1.433
263.25,95.7,421,19,3,-0.86288,103.21,263.253,2.186
267.3,80.9,455,18,2,1.3016,72.47,267.306,2.126
241.28,49.3,292,18,3,3.74524,49.33,241.29,2.513
107.15,12.9,70.8,8,0,1.69844,12.89,107.156,2.199
235.65,88.3,318,14,1,1.83072,77.28,235.648,1.499
171.22,68.5,217,11,1,0.64242,60.16,171.221,1.546
182.13,91.6,198,13,0,1.81142,86.28,182.135,3.012
201.22,42.2,224,15,2,2.84032,42.24,201.225,1.193
217.26,38.3,290,16,2,2.7095,38.33,217.268,1.161
216.66,49.4,328,14,1,1.25342,54.86,216.668,1.461
415.6,71.1,529,24,8,4.75252,74.97,415.593,2.664
142.58,20.2,94.9,9,0,2.35402,20.23,142.585,1.892
107.15,26,70.8,8,0,1.57722,26.02,107.156,2.204
141.6,26,94.9,9,0,2.23062,26.02,141.601,2.392
379.4,97.1,628,24,4,3.08932,80.31,379.381,2.778
126.11,46.5,200,9,0,0.65382,50.44,126.111,1.952
169.18,73.6,142,12,2,0.08022,73.58,169.18,1.626
123.15,46.3,94.9,9,0,1.28282,46.25,123.155,1.534
108.14,20.2,70.8,8,0,1.70062,20.23,108.14,2.951
200.62,46.5,184,13,3,2.11182,46.53,200.621,2.457
228.67,46.5,208,15,5,2.89202,46.53,228.675,2.527
235.3,63.6,295,16,2,2.62,38.33,235.308,2.738
256.3,0,346,20,0,5.76304,0,256.348,2.894
142.2,0,128,11,0,3.14822,0,142.201,1.888
220.35,20.2,207,16,2,4.29562,20.23,220.356,2.394
153.14,66.1,154,11,0,1.60882,63.37,153.137,1.659
182.13,91.6,198,13,0,1.81142,86.28,182.135,2.926
137.14,45.8,130,10,0,1.90322,43.14,137.138,2.107
260.27,121,359,17,4,0.17382,109.54,260.271,1.765
231.25,67.2,254,17,4,1.41762,67.16,231.255,2.917
126.11,58.2,195,9,0,-0.62838,65.72,126.115,0.291
142.18,73.2,197,9,0,0.74091,48.65,142.183,1.707
99.09,38.3,128,7,0,0.27632,46,99.089,1.503
112.08,43.4,178,8,0,0.0161,43.37,112.084,1.635
176.17,46.5,257,13,0,1.80702,50.44,176.171,1.66
381.1,71.1,486,23,8,4.09912,74.97,381.148,3.432
134.22,0,94.6,10,0,2.92028,0,134.222,1.415
120.19,0,86,9,0,2.61186,0,120.195,1.381
134.22,0,80.6,10,0,2.92028,0,134.222,1.283
106.16,0,58.4,8,0,2.30344,0,106.168,1.327
107.15,12.9,70.8,8,0,1.69844,12.89,107.156,2.729
141.6,26,94.9,9,0,2.23062,26.02,141.601,2.127
390.9,6.5,447,28,5,5.55562,6.48,390.958,2.349
121.18,26,90.6,9,0,1.88564,26.02,121.183,1.97
107.15,26,70.8,8,0,1.57722,26.02,107.156,2.377
108.14,38.9,72.9,8,0,0.97222,38.91,108.144,2.733
253.28,107,346,17,3,1.36602,98.22,253.283,1.611
122.16,20.2,90.6,9,0,2.00904,20.23,122.167,2.44
122.16,20.2,80.6,9,0,2.00904,20.23,122.167,2.303
156.61,20.2,104,10,0,2.66244,20.23,156.612,1.612
124.14,40.5,82.9,9,0,1.40622,40.46,124.139,2.168
108.14,20.2,70.8,8,0,1.70062,20.23,108.14,2.65
153.14,66.1,154,11,0,1.60882,63.37,153.137,1.541
250.33,46.5,273,18,6,3.57324,46.53,250.338,1.719
106.16,0,48.4,8,0,2.30344,0,106.168,1.327
148.24,0,110,11,1,3.29252,0,148.249,1.916
137.14,45.8,122,10,0,1.90322,43.14,137.138,1.845
281.35,47.9,363,21,4,2.84042,47.86,281.359,2.352
187.19,37.4,270,14,1,1.42442,37.38,187.198,2.421
323.4,86.9,497,22,3,1.62982,78.51,323.418,1.811
172.2,62.8,206,11,1,1.24172,54.37,172.205,1.842
217.2,109,314,14,1,1.14992,97.51,217.202,1.767
141.6,26,94.9,9,0,2.23062,26.02,141.601,2.485
186.05,26,94.9,9,0,2.33972,26.02,186.052,3.014
121.18,26,90.6,9,0,1.88564,26.02,121.183,2.174
108.14,38.9,72.9,8,0,0.97222,38.91,108.144,2.733
108.14,20.2,62.8,8,0,1.70062,20.23,108.14,2.718
110.11,30.2,90.5,8,1,1.40052,30.21,110.112,1.699
212.24,26.3,223,16,3,3.21422,26.3,212.248,1.905
228.24,46.5,256,17,3,2.91982,46.53,228.247,2.244
228.07,33.1,214,14,0,3.55562,33.12,228.078,2.539
284.3,34.9,478,22,0,3.90032,34.37,284.318,1.477
133.15,41.6,126,10,0,1.26632,41.57,133.154,1.92
182.13,91.6,220,13,0,1.81142,86.28,182.135,2.301
121.18,26,80.6,9,0,1.88564,26.02,121.183,2.159
107.15,12.9,62.8,8,0,1.69844,12.89,107.156,2.428
92.14,0,42,7,0,1.99502,0,92.141,1.265
187.19,37.4,278,14,1,1.42442,37.38,187.198,2.874
239.32,50.4,287,18,3,3.76221,47.91,239.322,2.68
98.17,28.2,43.2,6,0,2.05652,0,98.17,1.487
163.24,41.1,148,11,0,2.91314,12.89,163.245,2.232
136.23,0,186,10,0,2.9987,0,136.238,1.566
108.14,25.8,64.9,8,0,1.09344,25.78,108.144,2.09
108.14,38.9,72.9,8,0,0.97222,38.91,108.144,2.385
94.11,25.8,54,7,0,0.78502,25.78,94.117,1.718
131.17,15.8,122,10,0,2.47632,15.79,131.178,1.58
119.16,12.9,98.7,9,1,2.03302,12.89,119.167,2.009
183.16,90.7,197,13,2,0.28612,90.65,183.163,1.388
219.62,83.9,211,14,3,0.69942,81.19,219.628,2.091
325.8,30.2,471,23,1,4.32422,30.18,325.774,2.309
93.13,12.9,52.1,7,0,1.39002,12.89,93.129,2.071
230.67,66.9,360,14,0,1.6818,58.53,230.676,2.372
143.18,12.9,133,11,0,2.54322,12.89,143.189,2.066
245.6,43.1,161,12,1,3.32394,17.82,245.562,2.634
82.1,28.7,44.8,6,0,0.71812,28.68,82.106,1.914
154.25,9.2,164,11,0,2.7441,9.23,154.253,1.794
325.36,96.3,575,23,0,-0.3926,96.3,325.361,3.693
321.5,23.5,432,24,3,4.1591,23.47,321.464,3.553
184.56,35.5,158,10,0,2.5472,35.53,184.559,2.686
142.24,20.2,118,10,0,2.1935,20.23,142.242,1.641
174.19,44.8,168,12,2,1.047,44.76,174.196,1.955
124.18,17.1,127,9,1,1.7876,17.07,124.183,1.341
196.24,38.8,249,14,4,1.5291,38.83,196.246,2.594
394.5,77.7,527,28,11,3.2602,77.66,394.508,1.964
152.23,17.1,197,11,0,2.7119,17.07,152.237,2.51
128.22,52,92.9,9,0,0.461,52.04,128.219,1.959
112.17,17.1,96.6,8,0,1.7656,17.07,112.172,1.719
232.32,41.1,249,17,2,3.3868,41.13,232.327,1.667
330.2,29.5,340,21,6,4.4147,29.54,330.255,2.121
128.17,32.7,105,9,0,1.5422,32.67,128.175,2.33
57.09,21.9,26.5,4,0,-0.0219,21.94,57.096,3.478
114.19,24.1,62.9,8,0,-0.0438,24.06,114.192,1.558
58.08,12.5,26.5,4,0,0.4051,12.53,58.08,2.184
102.09,35.5,88.9,7,0,0.5417,35.53,102.089,0.547
185.05,18.5,110,10,2,1.594,18.46,185.05,2.475
114.14,18.5,90.5,8,1,0.9338,18.46,114.144,2.108
177.24,21.3,154,13,1,1.736,21.26,177.247,2.68
530.6,126,1070,38,3,3.0138,129.59,530.658,3.977
191.27,12.5,193,14,1,1.9402,12.47,191.274,2.372
108.97,0,2.8,3,0,1.4012,0,108.966,1.907
55.08,23.8,38.5,4,0,0.91998,23.79,55.08,3.15
388.5,40.6,517,28,8,4.0882,40.62,388.527,2.697
134.17,17.1,112,10,2,2.2793,17.07,134.178,1.475
336.5,23.6,391,25,6,4.1367,23.55,336.479,4.272
492.6,67.7,827,37,7,5.39008,71.03,492.623,3.543
218.08,29.1,186,13,2,3.3419,29.1,218.083,2.774
178.23,26.3,159,13,4,2.7008,26.3,178.231,1.535
339.5,29.5,397,25,9,4.2755,29.54,339.479,3.4
261.36,29.5,312,19,4,2.8067,29.54,261.365,3.463
344.5,43.4,621,25,3,4.8401,43.37,344.495,2.537
521,107,1050,36,8,4.0868,106.97,521.05,2.143
190.24,26.3,190,14,5,2.653,26.3,190.242,1.748
324.2,45.8,310,21,4,5.1806,43.14,324.207,3.034
184.32,12.5,175,13,4,3.6278,12.53,184.323,1.44
102.17,20.2,48.1,7,2,1.4149,20.23,102.177,1.642
154.21,74.2,196,11,3,0.56038,74.2,154.217,2.711
88.15,20.2,39.2,6,1,1.1673,20.23,88.15,1.945
197.23,51.5,204,14,4,3.0167,51.47,197.234,3.016
178.27,20.2,138,13,4,2.7802,20.23,178.275,1.781
224.39,24.7,193,16,9,4.2886,24.72,224.392,2.402
72.11,17.1,38.9,5,1,0.9854,17.07,72.107,1.421
232.28,105,237,16,8,1.2294,104.64,232.28,2.302
114.19,17.1,68.8,8,3,1.8675,17.07,114.188,1.509
116.2,20.2,52.3,8,3,1.6609,20.23,116.204,1.689
143.23,43.1,112,10,4,1.544,43.09,143.23,2.275
86.13,17.1,41.2,6,2,1.2314,17.07,86.134,1.129
224.26,75.3,329,16,4,0.961,75.27,224.26,3.591
282.25,118,388,20,4,2.9418,112.58,282.252,3.672
241.71,38.3,235,16,4,3.5717,38.33,241.718,3.684
207.27,38.3,206,15,4,2.9183,38.33,207.273,4.317
221.29,38.3,230,16,4,3.22672,38.33,221.3,3.801
148.67,0,52.5,9,5,3.4416,0,148.677,1.307
92.57,0,19.6,5,1,2.0237,0,92.569,0.724
88.15,20.2,27.1,6,2,1.0248,20.23,88.15,1.945
279.4,45.6,253,19,7,4.9388,20.31,279.449,1.446
261.12,49.4,312,14,2,1.57852,54.86,261.119,2.61
295.33,104,359,21,4,4.0109,98.31,295.339,2.072
74.12,20.2,19.6,5,1,0.7772,20.23,74.123,1.058
118.17,29.5,45.8,8,4,0.7938,29.46,118.176,2.175
98.14,17.1,82.2,7,2,1.5416,17.07,98.145,1.577
280.3,46.5,420,21,3,4.0405,50.44,280.323,3.147
155.24,43.1,148,11,5,1.8542,43.09,155.241,2.589
132.2,40.5,61.3,9,4,0.7774,40.46,132.203,2.192
380.9,26.3,161,13,5,3.8043,26.3,380.902,1.979
100.16,17.1,46.1,7,3,1.6215,17.07,100.161,1.401
156.22,26.3,126,11,6,2.1518,26.3,156.225,1.381
174.24,46.5,119,12,7,1.9139,46.53,174.24,1.669
146.23,29.5,60.3,10,6,1.4315,29.46,146.23,1.884
402.6,71.1,341,28,21,4.5388,71.06,402.572,2.093
281.31,104,349,20,4,3.72034,98.31,281.312,2.352
570.93,63.3,277,17,4,3.7359,63.32,570.934,2.569
354.4,52.6,408,26,12,4.8969,52.6,354.446,1.087
112.98,0,18.9,5,1,2.2001,0,112.987,1.24
174.24,49.7,119,12,7,0.57,49.69,174.24,1.548
130.23,20.2,59.6,9,4,2.051,20.23,130.231,1.482
88.15,20.2,23.1,6,2,1.1673,20.23,88.15,1.673
148.2,38.7,65.9,10,6,0.7679,38.69,148.202,1.46
213.66,52.3,199,14,4,2.8864,52.32,213.664,2.478
98.14,17.1,82.2,7,2,1.5416,17.07,98.145,1.359
100.16,20.2,64.6,7,2,1.335,20.23,100.161,1.309
174.2,26.3,242,13,1,2.6079,26.3,174.199,2.024
100.16,20.2,48.1,7,3,1.335,20.23,100.161,1.329
142.2,26.3,97.4,10,6,1.5582,26.3,142.198,1.54
58.08,17.1,17.2,4,1,0.5953,17.07,58.08,1.615
232.23,75.3,339,17,2,0.7004,75.27,232.239,3.156
141.17,46.2,188,10,1,0.4492,46.17,141.17,1.89
116.16,18.5,74.6,8,1,1.1594,18.46,116.16,1.613
217.26,46.2,294,16,2,1.771,46.17,217.268,2.559
218.25,49.4,310,16,2,1.4735,49.41,218.256,2.41
258.4,17.1,353,19,2,4.8006,17.07,258.405,2.997
244.37,17.1,316,18,2,4.4105,17.07,244.378,1.883
283.79,29.5,285,19,6,3.16412,29.54,283.799,2.049
136.19,20.2,101,10,1,2.26302,20.23,136.194,2.41
207.27,38.3,194,15,4,2.5296,38.33,207.273,2.112
137.18,25.5,105,10,1,1.19082,26.94,137.182,1.836
307.3,0,237,20,5,5.747,0,307.264,1.668
149.23,26,99.4,11,2,2.3936,26.02,149.237,1.919
121.18,26,80.6,9,1,1.8312,26.02,121.183,1.983
133.19,12.9,109,10,2,2.287,12.89,133.194,2.035
151.21,33.1,106,11,3,1.1788,33.12,151.209,1.547
166.25,71,147,11,2,1.2782,38.91,166.249,2.1
178.12,44.8,183,11,1,1.5679,44.76,178.124,4.762
382.5,61.6,579,28,6,4.4415,61.64,382.46,2.666
244.33,37.3,326,18,3,3.8368,37.3,244.334,2.017
208.26,44.1,245,15,3,1.1618,44.12,208.261,2.714
206.24,46.5,239,15,3,2.0272,46.53,206.241,2.202
127.23,12,80.6,9,1,1.7845,12.03,127.231,2.372
72.11,12.5,34.6,5,1,0.7952,12.53,72.107,2.159
100.16,12.5,76.2,7,1,1.5738,12.53,100.161,1.457
254.71,50.6,261,14,1,3.8339,18.46,254.719,3.26
69.11,23.8,47.9,5,1,1.31008,23.79,69.107,3.141
327.5,84.2,432,22,9,4.5019,58.89,327.49,2.01
409.6,52.1,536,29,7,4.9096,26.79,409.599,2.834
296.3,74.6,416,22,3,3.1433,74.6,296.322,2.273
114.19,17.1,58.8,8,4,2.1557,17.07,114.188,1.486
194.23,35.5,171,14,5,2.4007,35.53,194.23,1.757
116.16,26.3,68.9,8,4,1.3496,26.3,116.16,0.951
192.25,26.3,160,14,6,2.5724,26.3,192.258,1.621
239.74,29.1,232,16,4,4.1048,29.1,239.746,1.965
260.33,90.7,281,18,9,2.0227,90.65,260.334,2.295
218.25,105,212,15,8,0.9834,104.64,218.253,2.339
116.16,37.3,78.6,8,3,1.5072,37.3,116.16,1.755
102.17,20.2,35.2,7,3,1.4149,20.23,102.177,1.86
146.23,29.5,64.3,10,6,1.4315,29.46,146.23,1.593
190.28,38.7,96.2,13,9,1.4481,38.69,190.283,1.527
218.33,27.7,122,15,10,2.9808,27.69,218.337,1.109
217.35,3.2,178,16,5,3.4936,3.24,217.356,3.141
88.11,37.3,49.5,6,2,0.8711,37.3,88.106,1.644
146.23,40.5,73.7,10,5,1.1659,40.46,146.23,2.019
142.2,37.3,136,10,4,2.2075,37.3,142.198,1.4
188.22,26.3,255,14,2,2.998,26.3,188.226,2.007
98.14,17.1,64.6,7,3,1.5416,17.07,98.145,2.1
100.16,20.2,48.1,7,3,1.335,20.23,100.161,1.457
273.33,62.3,373,20,4,3.2107,62.32,273.332,2.284
170.23,73.2,222,11,2,1.38499,48.65,170.237,1.934
166.22,29.5,125,12,3,2.3533,29.46,166.22,1.806
136.19,20.2,82.7,10,2,2.3447,20.23,136.194,2.435
150.22,9.2,93,11,3,2.6477,9.23,150.221,1.533
120.19,0,60.4,9,2,2.6391,0,120.195,1.299
164.2,18.5,147,12,2,2.3678,18.46,164.204,1.861
304.35,85.6,297,19,8,3.41382,53.47,304.352,3.067
144.21,32.8,114,10,4,1.3264,32.76,144.214,1.456
203.24,64.3,193,14,3,1.5849,61.6,203.238,2.007
242.7,50.6,212,13,3,3.6914,18.46,242.708,2.908
100.16,17.1,57.2,7,3,1.7656,17.07,100.161,1.587
246.3,105,238,17,10,1.7636,104.64,246.307,2.571
170.25,26.3,141,12,7,2.8895,26.3,170.252,1.599
144.21,37.3,99.4,10,5,2.2874,37.3,144.214,1.682
128.21,17.1,69,9,5,2.4017,17.07,128.215,1.536
129.24,26,52.5,9,5,2.1615,26.02,129.247,2.458
275.4,37.4,412,20,6,3.0099,37.38,275.392,1.993
241.46,12,128,17,12,5.0088,12.03,241.463,2.168
488.9,36.9,375,33,24,8.7936,36.92,488.87,0.941
256.42,26.3,201,18,12,4.9624,26.3,256.43,0.978
340.5,52.6,329,24,16,5.0618,52.6,340.504,1.067
390.6,52.6,394,28,16,6.433,52.6,390.564,1.106
412.6,52.6,358,29,22,7.2363,52.6,412.655,1.675
426.7,52.6,370,30,23,7.6264,52.6,426.682,1.523
172.26,26.3,121,12,7,2.7659,26.3,172.268,1.759
242.44,9.2,128,17,12,5.4358,9.23,242.447,0.853
183.29,33,147,13,8,3.13308,33.02,183.295,1.571
202.29,46.5,145,14,9,2.6941,46.53,202.294,1.734
187.32,35.3,96.1,13,9,2.5682,35.25,187.327,2.767
174.28,29.5,83.9,12,8,2.2117,29.46,174.284,1.753
434.6,44.8,345,29,21,8.7935,44.76,434.642,1.07
322.42,55.8,259,21,14,5.5528,55.76,322.426,1.815
418.6,27.7,267,28,21,8.9123,27.69,418.643,1.592
354.6,51.6,263,21,14,6.6067,18.46,354.562,2.219
160.25,29.5,74,11,7,1.9641,29.46,160.257,1.847
234.41,27.7,125,15,10,3.225,27.69,234.412,1.069
166.26,17.1,179,12,3,3.2461,17.07,166.264,1.522
86.13,17.1,32.9,6,3,1.3755,17.07,86.134,1.274
438.5,104,661,32,11,3.566,104.22,438.48,2.411
209.29,53.5,305,15,5,1.85272,57.78,209.293,1.719
316.42,92.8,397,21,8,1.74462,84.42,316.427,1.898
266.34,66.5,375,19,4,2.2039,66.48,266.341,2.378
190.24,26.3,212,14,3,3.0883,26.3,190.242,1.89
86.18,0,12,6,3,2.5866,0,86.178,0.477
154.21,26.3,170,11,4,1.7431,26.3,154.209,2.003
156.22,26.3,119,11,7,2.2959,26.3,156.225,2.855
114.19,17.1,66.8,8,4,2.1557,17.07,114.188,1.835
204.31,20.2,178,15,6,3.6426,20.23,204.313,1.708
158.28,20.2,71.3,11,7,2.9753,20.23,158.285,1.371
354.5,94.8,432,25,13,3.4751,94.83,354.487,3.192
354.5,98,432,25,12,3.0429,97.99,354.487,2.481
170.25,26.3,141,12,7,2.6844,26.3,170.252,2.302
314.5,29.5,439,23,4,5.7358,29.46,314.469,2.674
156.22,26.3,132,11,4,2.2723,26.3,156.225,1.374
170.25,26.3,130,12,8,2.686,26.3,170.252,2.532
186.33,20.2,91.1,13,9,3.7555,20.23,186.339,1.156
140.22,17.1,94.9,10,6,2.7119,17.07,140.226,1.448
114.19,17.1,50.3,8,5,2.1557,17.07,114.188,0.911
194.27,40.5,147,14,5,3.2206,40.46,194.274,2.548
170.25,26.3,130,12,8,3.0336,26.3,170.252,1.358
403.11,50.1,341,20,8,5.34918,50.09,403.114,3.207
234.33,26.3,205,17,8,4.26092,26.3,234.339,2.166
142.24,17.1,86.7,10,6,2.9359,17.07,142.242,1.648
144.21,37.3,89.3,10,6,2.4315,37.3,144.214,1.156
128.21,17.1,59.6,9,6,2.5458,17.07,128.215,1.357
220.35,20.2,166,16,6,4.52194,20.23,220.356,2.139
193.12,0,43.8,9,6,3.7418,0,193.128,1.585
282.5,37.3,234,20,15,6.1085,37.3,282.468,0.582
338.5,38.8,327,24,18,5.9643,38.83,338.532,2.451
170.29,17.1,108,12,8,3.7161,17.07,170.296,1.532
287.39,70.8,285,20,11,3.354,70.78,287.4,1.981
480.8,40.5,461,35,18,9.89164,40.46,480.777,1.163
285.4,75.4,260,19,14,4.66478,50.09,285.453,2.757
184.32,17.1,99.3,13,10,4.1062,17.07,184.323,0.904
340.6,26.3,250,24,20,7.5912,26.3,340.592,1.027
364.7,24.4,359,26,16,7.8068,24.39,364.662,2.869
308.5,24.4,260,22,16,6.2496,24.39,308.554,1.988
352.6,35.8,317,25,18,5.9543,35.83,352.607,1.967
242.44,20.2,123,17,14,5.46,20.23,242.447,1.686
227.43,26,112,16,13,5.0363,26.02,227.436,2.537
297.5,12.5,222,21,12,5.4066,12.47,297.527,2.661
200.36,20.2,91.2,14,11,4.2897,20.23,200.366,1.066
254.41,26.3,199,18,14,5.0266,26.3,254.414,0.755
185.35,26,81.2,13,10,3.866,26.02,185.355,2.259
213.4,3.2,110,15,11,4.4689,3.24,213.409,2.46
186.33,20.2,81.2,13,10,3.8996,20.23,186.339,1.163
266.4,72,244,17,12,3.7267,63.6,266.403,2.312
